Image_Path,SH_Path,Carbon_Path,GT_Path
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0045.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0045.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0045.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0045.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0046.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0046.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0046.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0046.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0047.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0047.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0047.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0047.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0048.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0048.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0048.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0048.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0057.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0057.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0057.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0057.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0059.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0059.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0059.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0059.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0063.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0063.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0063.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0063.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0064.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0064.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0064.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0064.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0065.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0065.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0065.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0065.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0066.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0066.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0066.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0066.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0078.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0078.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0078.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0078.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0079.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0079.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0079.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0079.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0080.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0080.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0080.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0080.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0082.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0082.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0082.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0082.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0085.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0085.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0085.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0085.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0087.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0087.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0087.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0087.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0088.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0088.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0088.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0088.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0097.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0097.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0097.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0097.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0100.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0100.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0100.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0100.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0101.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0101.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0101.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0101.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0102.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0102.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0102.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0102.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0103.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0103.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0103.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0103.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0105.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0105.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0105.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0105.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0110.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0110.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0110.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0110.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0118.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0118.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0118.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0118.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0119.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0119.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0119.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0119.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0120.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0120.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0120.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0120.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0122.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0122.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0122.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0122.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0123.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0123.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0123.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0123.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0124.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0124.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0124.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0124.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0125.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0125.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0125.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0125.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0126.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0126.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0126.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0126.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0127.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0127.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0127.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0127.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0128.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0128.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0128.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0128.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0129.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0129.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0129.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0129.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0130.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0130.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0130.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0130.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0141.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0141.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0141.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0141.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0143.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0143.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0143.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0143.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0144.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0144.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0144.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0144.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0145.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0145.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0145.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0145.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0146.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0146.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0146.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0146.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0147.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0147.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0147.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0147.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0148.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0148.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0148.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0148.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0150.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0150.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0150.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0150.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0155.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0155.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0155.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0155.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0156.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0156.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0156.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0156.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0157.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0157.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0157.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0157.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0158.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0158.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0158.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0158.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0165.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0165.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0165.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0165.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0166.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0166.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0166.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0166.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0167.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0167.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0167.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0167.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0168.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0168.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0168.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0168.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0173.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0173.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0173.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0173.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0176.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0176.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0176.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0176.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0177.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0177.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0177.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0177.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0178.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0178.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0178.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0178.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0182.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0182.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0182.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0182.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0184.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0184.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0184.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0184.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0187.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0187.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0187.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0187.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0188.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0188.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0188.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0188.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0193.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0193.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0193.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0193.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0194.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0194.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0194.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0194.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0195.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0195.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0195.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0195.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0197.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0197.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0197.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0197.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0200.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0200.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0200.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0200.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0203.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0203.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0203.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0203.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0204.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0204.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0204.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0204.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0207.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0207.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0207.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0207.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0208.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0208.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0208.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0208.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0209.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0209.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0209.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0209.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0213.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0213.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0213.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0213.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0215.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0215.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0215.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0215.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0217.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0217.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0217.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0217.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0218.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0218.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0218.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0218.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0219.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0219.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0219.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0219.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0220.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0220.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0220.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0220.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0221.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0221.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0221.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0221.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0224.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0224.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0224.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0224.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0225.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0225.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0225.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0225.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0227.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0227.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0227.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0227.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0229.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0229.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0229.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0229.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0230.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0230.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0230.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0230.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0231.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0231.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0231.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0231.png
dataset/training/image/AP25_Forest_IMAGE/AP_25_37604057_0234.tif,dataset/training/image/AP25_Forest_SH/AP_25_SH_37604057_0234.tif,dataset/training/label/AP25_Forest_Carbon/AP_25_CQ_37604057_0234.tif,dataset/training/label/AP25_Forest_GT/AP_25_37604057_0234.png
